Title,Cap1,Cap2,Cap3
frame0-00-38.36.jpg,a man and his dog are sitting on the floor,a man sitting on the floor with a small white dog,a man sitting on the ground next to a dog
frame0-00-38.52.jpg,a man sitting on the floor next to his dog,a man sitting on the floor with his dog,the man is petting his small dog on the floor
frame0-00-38.68.jpg,a man sitting on the ground with his dog,a man and dog that are sitting in the living room,a man is sitting on the floor with his dog
frame0-00-38.84.jpg,a man is sitting on the floor holding a dog,the man is sitting on the floor with his dog,a man sitting on the floor next to his white dog
frame0-00-39.00.jpg,a person on the ground with a dog in his lap,a person sitting on the floor with two dogs,a man sitting down petting his dog in the living room
frame0-00-39.20.jpg,a man is sitting on the floor with his dog,a man holding a dog while sitting on the floor,a young man sitting on the floor with a dog
frame0-00-39.36.jpg,young man with dog relaxing on floor in room,a young man sitting in front of a white dog on the floor,"a man sits on the floor with a white dog, and stares at it"
frame0-00-39.52.jpg,man and white dog in living room sitting on the floor,man sitting on a floor with his dog in front of him,a man laying down next to a dog near a couch
frame0-00-39.68.jpg,a man laying on the ground next to a white dog,the man and dog sit on the floor by the couch,a man sitting on the floor with his white dog
frame0-00-39.84.jpg,a man in a blue shirt is sitting on the floor with a white dog,young man sitting on floor beside white sofa with his dog,the man is sitting on the floor with his dog
frame0-00-40.00.jpg,a man is sitting on the floor with his dog in front of him,a man sitting on the floor with a dog,man in jeans holding a dog and relaxing on the floor
frame0-00-40.20.jpg,a guy sitting on the floor with his dog,a man sits on the floor with his two small dogs,a man is sitting on the floor with his two dogs
frame0-00-40.36.jpg,a guy sitting on the floor with a white dog in his lap,a man that is laying down with a dog,a man sitting on the floor next to a dog and holding a frisbee
frame0-00-40.52.jpg,a man and his dog are relaxing in front of the couch,a man sitting on the floor with his dog,a man in a living room with a white dog and couch
frame0-00-40.68.jpg,a man sitting on the floor holding a dog,a man sitting on the floor next to a dog,a young man laying on the ground next to a dog
frame0-00-40.84.jpg,a man sitting on the ground next to a white dog,a man sits on the floor and pets his dog,there is a man sitting on the floor with his dog
frame0-00-41.00.jpg,the guy sitting on the floor next to the dog is touching his face,the man is sitting on the floor with his white dog,a man is sitting on the floor next to a dog
frame0-00-41.20.jpg,a man grooming his white dog sitting on the floor,the dog is being groomed by its owner,a man sitting on the floor petting a dog
frame0-00-41.36.jpg,a man and his dog with a toothbrush,the white dog is being petted by a person,a person sitting on the floor and petting a dog
frame0-00-41.52.jpg,a person in a black shirt pets a dog,a person with his hand on a dog,a man pets his dog in front of a couch
frame0-00-41.68.jpg,man pets dog sitting on floor in residential living room,a white dog sitting next to a person sitting down,a person and their dog that are on the ground
frame0-00-41.84.jpg,the man is sitting on the floor petting his dog,a man sitting next to his dog in the living room,a man smiles while petting a small white dog
frame0-00-42.00.jpg,a man sitting on the floor petting a white dog,a man sitting on the ground next to a white dog,a man grooming his white dog on the floor
frame0-00-42.20.jpg,there is a man and his dog sitting on the floor,a man petting his white dog in the room,a person that is holding a dog on the floor
frame0-00-42.36.jpg,a man sitting with a dog next to a sofa,man sitting on the floor and petting his white dog,a man is grooming his white dog while wearing a red hat
frame0-00-42.52.jpg,man grooming white dog on floor near white couch,a dog is being groomed by a person,a man grooming his dog's fur with a brush
frame0-00-42.68.jpg,a man kneeling down while petting a small dog,a man combing a dog's hair at home,a man holding and petting a white dog
frame0-00-42.84.jpg,a man holds a dog on his lap,a person sitting on the ground petting a dog,a man pets a small white dog in a room
frame0-00-43.00.jpg,a white dog sitting on top of someone's lap while he holds it up,man holding small white dog while sitting on a wooden floor,man is holding dog in front of white couch
frame0-00-43.20.jpg,the man holds his dog while brushing it's face,a man is petting a small dog at a petting station,a man is giving a dog a bath in his home
frame0-00-43.36.jpg,a man sitting on the floor brushing his dog's teeth,a man holds a small white dog on his lap,man petting a small white dog next to his feet
frame0-00-43.52.jpg,the man is grooming the white dog with his dog leash,"the young man holds a small white dog, while sitting on the floor",a man with a smile on his face holding a white dog
frame0-00-43.68.jpg,a man sitting on the floor next to a dog,a man with a dog on the floor,a man sitting on the floor playing with a dog
frame0-00-43.84.jpg,man sitting with his small white dog and licking it,there is a man that is petting the dog,a man pets a white and black small dog
frame0-00-44.00.jpg,man petting white dog on floor by living room,a man is petting a small white dog,man sits on the floor with his white dog
frame0-00-44.20.jpg,the man is petting his dog in the room,a man pets a small dog on the floor,a man is holding a small white dog
frame0-00-44.36.jpg,a man holding a dog and sitting on a floor,a person is sitting on the floor petting a white dog,there is a man sitting with a dog
frame0-00-44.52.jpg,a man in a black shirt grooming his small white dog,a dog sitting on the floor next to a man on a laptop,a person grooming a small white dog on the floor
frame0-00-44.68.jpg,a man pets a small dog sitting on the floor,dog with long tongue being pet by man sitting on floor,a man petting a small white dog sitting on the floor
frame0-00-44.84.jpg,man sitting on floor with small white dog near foot,a man pets his small dog with its tongue out,a white dog sitting on the floor with a man
frame0-00-45.00.jpg,the dog is taking a nap with his owner,a man petting a small white dog on the floor,a man is sitting on the floor with his white dog
frame0-00-45.20.jpg,a person with a white dog sitting on the floor,a person and his small dog are sitting on a wood floor,a man and a dog sit together on the floor
frame0-00-45.36.jpg,a man that is petting a small dog on the floor,a young man is petting a small dog,a man petting a white and brown dog
frame0-00-45.52.jpg,a man petting his dog on the floor in front of a white couch,a man in black shirt and blue jeans laying next to a white dog,a man is laying down next to a dog
frame0-00-45.68.jpg,a person laying on the floor next to a white dog,a man is touching his dog while playing,a white dog laying on the ground next to a man in a blue shirt
frame0-00-45.84.jpg,man playing with a dog in a house,a young man lays on the floor while playing with a dog,a man is playing with his dog on the floor
frame0-00-46.00.jpg,a man is playing with a white dog,a man in a blue shirt pets a dog,a man lays on the floor playing with a dog
frame0-00-46.20.jpg,a man that is on the ground with a dog,a man holding an object with his hands petting a dog on the floor,the man is playing with the dog on the floor
frame0-00-46.36.jpg,a man is laying on the floor with a white dog,the man pets the dog on the wood floor,a man is petting a dog who is on the floor
frame0-00-46.52.jpg,man plays with his dog while he lays down,a man holding something next to a dog in front of him,a person playing with a dog on the floor
frame0-00-46.68.jpg,a man holding his dog on the ground,man playing with his small dog while sitting on the floor,a man petting a dog in the floor
frame0-00-46.84.jpg,man playing with a white dog on the floor,a man playing with his dog in a room,a man is petting his dog on the floor
frame0-00-47.00.jpg,a man is playing with a dog on the floor,a white dog is on the floor playing with a man,man on the floor with his dog playing with toys
frame0-00-47.20.jpg,a man is playing with his small dog,a man playing with a dog laying on the floor,man and dog playing with toys on the floor
frame0-00-47.36.jpg,a man playing with a small white dog,there is a man petting a dog on the floor,a white dog sits on the floor while a man pets it
frame0-00-47.52.jpg,a man playing with a white dog on the floor,man playing with dog on wooden floor in living room,a man petting his dog laying on the floor
frame0-00-47.68.jpg,a man holding the leash of his white dog,a white dog is sitting on the floor and being petted by a man,a man petting his dog laying on the floor
frame0-00-47.84.jpg,a man petting a dog while lying on the floor,a white dog sitting on the floor next to a man,a man laying on the floor with his dog
frame0-00-48.00.jpg,a man holding a dog while laying on the ground,a man lays on the floor touching a small white dog,the man is playing with the small white dog
frame0-00-48.20.jpg,a man is touching the toe of a white dog,a man pets his dog while lying on the floor,man giving a dog treat in the living room
frame0-00-48.36.jpg,a man playing with his small white dog on the floor,a man lays on the floor with a white dog,a man in blue shirt playing with a white dog
frame0-00-48.52.jpg,the man is playing with his dog in front of him,a man is touching the dog's nails with it's mouth,a man playing with a dog on the floor
frame0-00-48.68.jpg,a young man playing with a dog on the floor,a man and white dog laying on the floor playing with toys,man playing with his white dog near a couch
frame0-00-48.84.jpg,there is a male in the picture and he has a dog,a man petting a dog laying on the floor,a man and a white dog laying on the floor
frame0-00-49.00.jpg,a man and his dog laying down next to each other,there is a man petting a dog on the floor,a white dog laying on the floor next to a man
frame0-00-49.20.jpg,a man is playing with a dog on the floor,a man playing with his small white dog,a man in a blue shirt playing with a white dog
frame0-00-49.36.jpg,man playing with white dog laying on the floor,a man lays on the floor playing with a dog,a young man plays with his white dog
frame0-00-49.52.jpg,a young man pets a white dog while the other lays down on the floor,a man playing with a dog on the floor,a young man in an blue shirt touching the dog's paw
frame0-00-49.68.jpg,man looking at his white dog lying on the floor,a man plays with his small white dog,a young man is touching the dog's paw as it lays on the floor
frame0-00-49.84.jpg,a man playing with a dog on the floor,man holding a small white dog in front of him,man petting a dog in the living room
frame0-00-50.00.jpg,a man is petting a dog while laying on the floor,a young man kneeling down to pet his dog,a man playing with his dog on the floor
frame0-00-50.20.jpg,a man playing with his dog in the living room,man playing with dog on the floor by himself,a man with his dog playing with a plastic container
frame0-00-50.36.jpg,a man that is petting a dog on the ground,the dog is looking at the person's hand on the floor,a man that is petting a dog with his tongue
frame0-00-50.52.jpg,man touching his dog's ear on the floor,a man laying on the floor playing with his dog,a person laying on the floor petting a small dog
frame0-00-50.68.jpg,a person kneeling down next to a dog on the floor,a man and his dog playing with each other,man laying on wooden floor playing with white dog
frame0-00-50.84.jpg,man playing with a dog on the floor next to a couch,a man playing with his dog while laying on the floor,a man laying on the floor with a dog
frame0-00-51.00.jpg,there is a man that is giving his dog a treat,a man playing with a white dog laying on the floor,man in blue shirt petting a dog on the ground
frame0-00-51.20.jpg,a brown and white dog being groomed by a person,a woman grooming a dog while sitting on the floor,someone is brushing the dog's fur with her hand
frame0-00-51.36.jpg,a dog grooming it's long haired human being brushed,the dog is getting his teeth brushed with a dog's hand,a close up of a person brushing a dog's teeth
frame0-00-51.52.jpg,this dog is being groomed by an individual,the dog is grooming itself with a long pile of hair,a woman is brushing the hair of a dog
frame0-00-51.68.jpg,the dog is getting hair cut at the hair salon,a person holding a dog's paw while it is laying down,someone is grooming a dog with long hair
frame0-00-51.84.jpg,a person touching a dog's snout while it looks like he has taken the leash out,the person is grooming a dog on the floor,an image of a dog getting it's hair brushed
frame0-00-52.00.jpg,a dog getting its hair brushed by a person,a dog grooming another dog laying on a table,a woman grooming a large brown dog while she is laying down
frame0-00-52.20.jpg,a woman is grooming her dog while the dog has its paw in it's mouth,a dog is getting its fur brushed by a woman,an image of a dog getting groomed by a vet
frame0-00-52.36.jpg,a large brown dog is being groomed by someone,a person is petting a large brown dog on the floor,a small brown dog getting his hair cut
frame0-00-52.52.jpg,a woman is grooming a small dog's fur,a close up of a dog getting its hair trimmed,woman is grooming a dog that is lying down
frame0-00-52.68.jpg,a woman pets a small dog while his paw is on the table,the woman is shaving her dog's fur with her fingers,a dog getting his hair brushed at the pet shop
frame0-00-52.84.jpg,a brown dog sitting on top of a wooden floor,a brown and white dog and person in a room,the woman is grooming a dog in her salon
frame0-00-53.00.jpg,a woman getting her pet groomed with a dog,a person is combing an animal with a grooming brush,a person holds a dog by the collar while it lays down
frame0-00-53.20.jpg,a person brushing their dog's hair in the day,someone is grooming a large brown and white dog,the dogs is grooming his ears with a long hand
frame0-00-53.36.jpg,a dog getting his hair comb by a person at a pet store,a woman is holding up the top part of her dog,someone combing a small dog's fur with a large hand
frame0-00-53.52.jpg,a dog getting groomed by it's owner and a hand,a dog gets a grooming cut on another dog,a close up of someone brushing the fur of a dog
frame0-00-53.68.jpg,someone is grooming the tail of a dog,a close up of a person brushing a dog's teeth,a dog sitting on a person's lap being groomed
frame0-00-53.84.jpg,a dog getting his hair cut by someone,a dog being groomed with his owner,a person holding the top part of a dog's paw with a persons hand
frame0-00-54.00.jpg,an image of a dog getting his foot washed,a person is grooming a dog on the floor,the dog is getting it's hair dried at the vet
frame0-00-54.20.jpg,an older person is grooming the dog's hair,someone petting a dog at the petting zoo,a large brown dog being shaved by someone
frame0-00-54.36.jpg,a dog being groomed with a blow dryer,a dog getting a haircut at a pet store,a brown dog with a woman grooming it
frame0-00-54.52.jpg,a person is using a shear on the mane of a horse,someone is grooming a horse with the help of their carer,a woman brushing a horse's fur on her long neck
frame0-00-54.68.jpg,two hands are grooming a white horse,two hands that are touching the nose of a dog,someone is shaving a horse tail using a small scissors
frame0-00-54.84.jpg,a close up of a person combing a horse,a woman is shaving off the fur of a dog,this is a person trying to shave off a horse's mane
frame0-00-55.00.jpg,a person uses an electronic device on a horse,the hairdresser is applying an animal hair clip,a person who is grooming a horse's fur
frame0-00-55.20.jpg,there is an animal being trimming the fur of it,two hands touching the mane of a brown horse,a person that is trimming something on a horse
frame0-00-55.36.jpg,there is a person that is combing the tail of a horse,the person has on their fingers while shaving the horse hair,two hands are brushing the bridle of a dog
frame0-00-55.52.jpg,a woman sheering the fur of a dog,the cat is getting a haircut from someone in the room,a close up of two hands brushing a horse
frame0-00-55.68.jpg,a person that is brushing the side of a pony,a woman shearing a horse's wool with scissors,a woman holding a dog's fur as it licks another
frame0-00-55.84.jpg,the person is grooming a small furry animal,a person giving a horse a stick with their hands,a man holding a small animal with one hand
frame0-00-56.00.jpg,someone has their hands on the nose of a cow,someone is grooming a horse while it looks at its camera,the person has a small animal in his hands
frame0-00-56.20.jpg,someone trimming the fur of an animal,a person holding something in their hand near a horse,the hands of someone who is shaving an animal
frame0-00-56.36.jpg,someone is brushing the fur of a horse,someone is petting a pony with an animal,two hands petting a horse's forehead as it looks to its left
frame0-00-56.52.jpg,a person putting something in a small animal's ear,a close up of two hands that are using something to pet a horse,a horse is being touched by a woman
frame0-00-56.68.jpg,a woman is grooming a horse with her shears,a person is shearing a brown horse's fur,someone holding something that is on a horse
frame0-00-56.84.jpg,there is a dog's head being brushed with something white,two hands on top of a dog's head near a bottle of pet hair,a close up of someone putting rocks in their pet
frame0-00-57.00.jpg,a person is brushing the side of a horse's hair,a person grooming a horse with a clipper,a person brushing the back of a horse
frame0-00-57.20.jpg,two hands holding a horse's ear to it,a person brushing the mane on a brown and white horse,a man is grooming the teeth of a dog
frame0-00-57.36.jpg,a man shaving the fur of a horse,the person is holding the small item up to the dog's ear,the person is grooming the brown and white cow
frame0-00-57.52.jpg,a person is grooming a sheeps fur for the day,the dog is being groomed by its owner,a close up of a person putting a nail polish on a small horse
frame0-00-57.68.jpg,a woman holds onto the tail of a horse,a person is holding something with both hands and petting the horse,someone is grooming a brown and white horse
frame0-00-57.84.jpg,a person that is grooming a horse's fur,a person is petting a cow with his finger,a person getting a horse's hair cut with scissors
frame0-00-58.00.jpg,a woman is petting the fur on a horse,the person is shearing a small furry animal,a close up of two hands shearing the wool of a horse
frame0-00-58.20.jpg,a woman is shearing the mane of a furry dog,a woman's hand grooming a miniature dog's fur,someone is grooming a small animal's white fur
frame0-00-58.36.jpg,an older person's hands tending to their dog,a person's hands on the fur of a horse,a woman is combing the fur on a dog
frame0-00-58.52.jpg,the person is brushing the pony's fur with a brush,a person is grooming the wool of a horse,two people petting the head of a small dog
frame0-00-58.68.jpg,a person getting an ear comb by an animal,a dog is being handed its master a treat by its owners,a woman showing a pony its first rub with it's fingers
frame0-00-58.84.jpg,the small dog has its teeth brushed up by a person's hand,a man is grooming a small dog,the person is brushing the tail of an animal
frame0-00-59.00.jpg,a close up of someone petting a dog on the head,a person brushing off a long haired white dog,there is a person brushing a hair piece of a dog's fur
frame0-00-59.20.jpg,a dog being sheared by another person,woman cutting a furry horse's hair in scissors,a person cutting something with a pair of scissors
frame0-00-59.36.jpg,a close up of a person cutting a horse's fur,a person is using shears to trim a horse's mane,a woman uses shears to cut a fur
frame0-00-59.52.jpg,a woman shearing a small dog's fur with scissors,this is a horse being groomed by someone,the dog is being examined by a person with scissors
frame0-00-59.68.jpg,someone cuts up a horse's mane with a pair of pliers,a person is grooming a white dog's fur,a woman shaving a small dog's hair with scissors
frame0-00-59.84.jpg,two dogs getting their hair cut with a shear,an animal being cut in half with scissors,a person is grooming a dog in an animal enclosure
frame0-01-00.00.jpg,a dog getting a haircut by someone using a pair of scissors,a woman grooming a horse while another holds it,a person using scissors to trim the mane of a horse
frame0-01-00.20.jpg,the woman is caring her dog for grooming,there are people and a dog that are working on something,the pet owner is trimming the dog's tail
frame0-01-00.36.jpg,a woman has some scissors in her hand,the dog is being held and groomed by a person,a horse being trimmed by its owner in a studio
frame0-01-00.52.jpg,someone trimming a dog's fur with a pair of scissors,a person uses a pair of scissors to shear a dog's hair,a man holding a pair of scissors with a dog behind him
frame0-01-00.68.jpg,the dog is being trimmed by the person holding it,someone cutting off a small white dog's hair,a woman uses a shearing tool to groom the horse's mane
frame0-01-00.84.jpg,a dog has its teeth brushed and is getting groomed,a close up of a person cutting something off a dog,a dog getting it's hair brushed by someone
frame0-01-01.00.jpg,a white dog gets a haircut by its owner,two hands holding a dog who is getting it pet,a dog getting it's nails groomed by the owner
frame0-01-01.20.jpg,a person cutting hair with scissors at the head of a horse,two hands are doing something to an animal,a lady cutting a horse's hair with scissors
frame0-01-01.36.jpg,a person is cutting a feather into a horse's mane,a person combing a horse's hair with scissors,this is someone shaving off the tail of a horse
frame0-01-01.52.jpg,someone is shearing the fur of a pony,the person is shaving their horse's fur with a pair of scissors,a woman cutting a horse's fur with a shear
frame0-01-01.68.jpg,a person is shaving off a horse hair,someone cutting another person's hair with scissors,person shaving a pony with large shears
frame0-01-01.84.jpg,the person is cutting the horse's fur with scissors,a person that is grooming a small horse,a man who is sitting in front of a horse
frame0-01-02.00.jpg,the woman's hands are cutting her fur,a person is cutting something that has been sheared off,a person with an animal on his hands
frame0-01-02.20.jpg,a woman cutting hair in an open area,a woman cutting hair with a pair of scissors,someone using scissors to cut the hair
frame0-01-02.36.jpg,a person cutting another person's hair with scissors,someone is cutting their hair at a salon,a woman cutting hair of a long haired horse
frame0-01-02.52.jpg,a woman shaving her horse with an electric shaver,a horse being groomed while a person holds a stick,a person is brushing their horse's mane with it
frame0-01-02.68.jpg,a person holding up a cat on a leash while it is being shaved,two dogs being groomed and shaved by someone,a woman holds up an animal with her hands
frame0-01-02.84.jpg,someone is grooming the dog's hair while she looks on,a close up of a dog getting his hair cut,a close up of a dog having its hair combed by a person
frame0-01-03.00.jpg,a horse is being groomed by the person in a salon,a person is holding a horse and hair clipping its horse,a blonde dog sitting on a white chair while having his haircut done
frame0-01-03.20.jpg,a man getting his haircut by a dog,the hairdresser cuts off the back of the dog,a hairdresser brushing the fur on a dog
frame0-01-03.36.jpg,dog looking at the other side of a woman with her hair cutting,a person is grooming the fur on a horse,a man brushing his horse while his owner combs it
frame0-01-03.52.jpg,the dog is being examined by the human,a man is petting an animal with his right hand,a close up of someone grooming a dog's hair
frame0-01-03.68.jpg,a blonde haired dog being groomed by someone,a woman in the image is petting a pony,this dog is being petted by a human while sitting
frame0-01-03.84.jpg,a woman grooming a horse with a dog's nose,a dog that is getting his hair cut by another person,a dog being groomed while a person takes it from its mouth
frame0-01-04.00.jpg,a dog has his tongue out and is getting a grooming with a large clipper,someone is combing a dog with a clipper,a woman combing her dog's hair with an electric razor
frame0-01-04.20.jpg,a dog getting groomed by the head of a woman,an animal is being groomed at the animal hospital,a person is using an electric horse's clipping tool
frame0-01-04.36.jpg,a dog being groomed by a person using scissors,this is someone working with a small horse,a person is cutting the mane of a horse
frame0-01-04.52.jpg,a woman is putting grooming on a horse's fur,a person petting a dog with two groomers on their hands,a person is trimming a dog's hair with scissors
frame0-01-04.68.jpg,the dog is being held by a lady,this dog has it's paw groomed off with an artificial piece of wood,a person is holding a dog's leash as they shave it
frame0-01-04.84.jpg,an image of a person shearing the fur of a horse,someone uses scissors to cut a dog's hair,the man cuts the fur off the small dog
frame0-01-05.00.jpg,the dog is grooming the persons hand with the scissors,a person that is shearing the fur on a horse,a person is grooming a horse while holding a hose
frame0-01-05.20.jpg,a man brushing his dog's hair with an animal clipper,dog being cut while person holding a shear,a close up of a person holding a dog's hair
frame0-01-05.36.jpg,someone is trimming a horse with the help of scissors,a man cutting up a horse's hair on top of a bed,a dog being handled by its owner using a pair of scissors
frame0-01-05.52.jpg,the dog is being groomed by its owner,a person shearing a horse's fur with a shear,a person uses scissors to trim their furry dog
frame0-01-05.68.jpg,the dog is getting his hair cut by the owner,someone shaving a dog's ears with scissors,a close up of someone holding an animal's ear while another person trims the fur
frame0-01-05.84.jpg,an animal getting its ears brushed with some scissors,a woman shaving a horse with her scissors,this woman is trimming a horse with scissors
frame0-01-06.00.jpg,a man shears down the mane of a dog,a dog getting it's hair cut by someone,two persons doing something to a dog's hair
frame0-01-06.20.jpg,two large dogs being groomed by people,two dogs with their paws out are being groomed,a person holds their pet while grooming their dog
frame0-01-06.36.jpg,the possy being combed by a dog with a knife,someone holds a small item above the face of a small pony,a close up of two hands brushing a furry animal
frame0-01-06.52.jpg,a woman is grooming the fur of her dog,a man cuts the tail of an animal that is sitting down,a man trimming the fur of an animal
frame0-01-06.68.jpg,a close up of a person cutting something with scissors,the sheared animal is being measured to be small,a man petting a horse with scissors and a white background
frame0-01-06.84.jpg,a person shearing a horse with scissors,the small horse is being sheared by someone else,a person trimming the manes of a brown horse
frame0-01-07.00.jpg,this man is getting his hair dried by the horse,the man is petting the horse that has turned its head,a man is putting grooming on the head of a brown horse
frame0-01-07.20.jpg,the person is giving the small animal a bit,a hand is on a horse as it holds the horse,a woman feeds a horse while wearing a ring
frame0-01-07.36.jpg,two hands grooming a small dog in front of a large dog,a close up of a person holding something near a dog,a person holds a sheep as it is groomed
frame0-01-07.52.jpg,someone holding a small animal up to its ears,the woman is brushing the horse's fur with the help of her groomer,two hands hold an animal that is being groomed
frame0-01-07.68.jpg,woman shaving the mane of a horse with a trimmer,the man is grooming the sheep while the other hand holds the brush,there is a dog getting it's ear shaved
frame0-01-07.84.jpg,a close up of a person petting a horse,someone is holding two small bells attached to a horse,a dog being shown with an extension cord and ear piece being sold
frame0-01-08.00.jpg,a lady cutting a small dog hair,a person is taking care of a small dog,a dog being brushed by someone holding something in their hand
frame0-01-08.20.jpg,a person is cutting a dog's hair with scissors,the dogs ear being sheared for hair by the person,a dog looks on while a woman cuts the tail of the dog
frame0-01-08.36.jpg,this is someone shaving a horse's fur,a dog getting his nose examined by a vet,a man is cutting a horse's hair with scissors
frame0-01-08.52.jpg,a dog getting its teeth brushed by someone,the dog is getting his nose examined with a professional knife,a woman cuts off her furry hair while sitting on a chair
frame0-01-08.68.jpg,a dog is grooming another dog's hair with scissors,a small white dog and a big brown and black dog,a dog sitting with its head up while getting groomed
frame0-01-08.84.jpg,a woman cutting an animal's hair with scissors,a close up of a person cutting a dog's hair,there is a woman shearing a dog's fur
frame0-01-09.00.jpg,the dog is grooming his large dog's long blonde hair,dog with open mouth getting his hair cut by a man,a dog has its head cutting into the hair of someone
frame0-01-09.20.jpg,the owner is grooming the small dog,a person grooming a small white horse with scissors,a small dog that has it's head pinned down to someone's hand
frame0-01-09.36.jpg,a close up of two dogs being handled by another person,someone cutting something off a dog's ear to cut it,a person is shaving a small animal that is sitting in their hand
frame0-01-09.52.jpg,a person holding something for the dog to brush,a person holding a small animal by its side,two hands holding a dog's paw while its owner stands near them
frame0-01-09.68.jpg,a person holding some silver beads next to a small brown horse,"two hands are around a horse, and the man is showing them something to touch",a close up of two dogs hands petting a horse
frame0-01-09.84.jpg,a person is grooming a horse's fur with scissors,a person is grooming a pony and dog's fur,this is someone doing an application for a horse
frame0-01-10.00.jpg,dog with long blonde hair getting his groomed,someone grooming a horse with two hands,a woman grooming a dog's mane while it gets her nails brushed
frame0-01-10.20.jpg,a pair of hands holding metal scissors with a dog on a leash,a dog is getting haircut by a person with a pair of scissors,a woman cuts off another dog's tail in preparation to be brushed
frame0-01-10.36.jpg,someone who is petting a rodent with their hands,a person is petting a dog who's hand is touching the muzzle,a person holds a small pet animal and its grooming it
frame0-01-10.52.jpg,two paws being touched by two dogs,a person using scissors to cut a dog's hair,an animal that is sitting next to two hands
frame0-01-10.68.jpg,a person is grooming the head of a possy,the paws are clearly visible from the ears and paws of a small animal,a dog is being groomed by a man
frame0-01-10.84.jpg,two men with long hair are shearing a sheep,a person is grooming a dog in a living room,two people grooming a horse with long white hair
frame0-01-11.00.jpg,a dog has it's nose shaved off by a woman,a person brushing a dog's hair with scissors,a person petting a horse with it's tongue out
frame0-01-11.20.jpg,a woman is grooming a horse's fur with tools,a person is grooming the hair of a horse,the horse is being groomed by two hands
frame0-01-11.36.jpg,two people sheering down and giving a horse something,a man putting his hand on the fur of a horse,a woman brushing a white horse's fur with a hand
frame0-01-11.52.jpg,someone holding something to a horse's tail while it is standing on some mud,a close up of someone holding a horse by its hind end,a woman is petting the side of a horse
frame0-01-11.68.jpg,there is a person giving the animal some grooming,a person petting the snout of a horse,a person using scissors to cut a horse's mane
frame0-01-11.84.jpg,the animal is getting its mane shaved,someone is shaving a small white horse's hair,the woman is getting petted a small pony's ear
frame0-01-12.00.jpg,a person holds a hair dryer in front of a horse,a woman cutting another woman's hair on her horse,a person that is caring for a horse's fur
frame0-01-12.20.jpg,someone is putting their horse's muzzles in a horse's bridle,a person is tending to an animal with scissors,a person is shaving a horse's wool on a piece of wood
frame0-01-12.36.jpg,the horse has its hair shaved and a person holds the shears,a horse being shaved by someone who is cutting something,a man holding two tools to the back of a horse
frame0-01-12.52.jpg,a close up of a horse being groomed,someone cuts a small pony with pliers as another person holds the shear,a horse being groomed by a person with scissors
frame0-01-12.68.jpg,a man is shaving the nose of a small brown dog,a man is grooming a dog with two different hands,a person holds the top of a dog's paw with the teeth
frame0-01-12.84.jpg,a dog with a person holding it up to the other,a close up of a person feeding something to a dog,a close up of someone shaving a horse
frame0-01-13.00.jpg,two hands holding a dog while it is getting a vaccium,the woman is grooming her dog's fur with shears,a woman petting a dog with its tail
frame0-01-13.20.jpg,a close up of a person holding a dog's ear,a person petting an animal with both hands,a person holds their dog as it gets some ear drops
frame0-01-13.36.jpg,an adult holding the ears of a dog in his hands,someone holding up an animal that is being held,an animal that has its paw on a person's hand
frame0-01-13.52.jpg,someone is peeling a pet dog's feather with scissors,the dogs hand is grooming the small dog's fur,dog grooming the hair of its owner on her toes
frame0-01-13.68.jpg,there is a person that is cutting some wool with scissors,a woman has her dog grooming it,a person putting something in their hand with a dog nearby
frame0-01-13.84.jpg,a couple of men with long hair cutting another mans long hair,a man cutting another mans hair with an electric clipper,a couple of people getting hair cut by some scissors
frame0-01-14.00.jpg,a man cutting a mans hair with scissors,a man is cutting his hair with scissors,man with long white hair shaving the tail of an animal
frame0-01-14.20.jpg,someone is cutting something with an animal shears,a person cuts someones hair with scissors,a person holds his dog's tail while shaving his hair
frame0-01-14.36.jpg,a dog grooming someones blond hair with scissors,there is a person that is cutting some sort of animal,a blonde haired woman holding a pair of scissors and cutting it off
frame0-01-14.52.jpg,someone cutting another mans fur with shears,a person that is cutting someones hair,person petting a white horse with the shears on it
frame0-01-14.68.jpg,a person cuts his dogs hair with scissors,a man cutting his hair with scissors next to a dog,a man cuts an animal's hair with scissors
frame0-01-14.84.jpg,a woman sitting down cutting someone's hair with scissors,a person is shearing the back end of a dog,a person cutting some scissors to cut a animal's fur
frame0-01-15.00.jpg,a person cutting up hair with scissors in front of them,the dog is being sheared with a pair of shears,a person that is cutting someones hair with scissors
frame0-01-15.20.jpg,a man is cutting something next to another man,two hands are using scissors to trim a persons fur,a person cutting off someones hair with scissors
frame0-01-15.36.jpg,a man at a hair dresser cutting a persons hair,a woman cuts the hair of a man in a wig,a man cutting another mans hair with scissors
frame0-01-15.52.jpg,a woman with blond hair is cutting her own long hair,a person is cutting hair with shears on her head,a man cutting a mans hair using scissors
frame0-01-15.68.jpg,someone is cutting another persons hair with scissors,two person cutting into a teddy bear with scissors,a woman cuts another person's hair with scissors
frame0-01-15.84.jpg,a person trimming the side of their head on top of a santa,a woman cutting her hair with scissors and scissors,a person cutting a long haired dog's fur with scissors
frame0-01-16.00.jpg,someone cutting someones hair with scissors and a shear,the woman is having her nails brushed before putting them in the groom's hair,an older woman cutting something with scissors and shears
frame0-01-16.20.jpg,the woman is cutting the man's hair with a pair of scissors,a man holding scissors cutting the hair of another man,a man is cutting a hair with scissors
